# Month  AvgTemp  AvgUncertainty
1  3.5935  0.0773  # Jan
2  4.0993  0.0921  # Feb
3  6.3849  0.0729  # Mar
4  9.3977  0.0784  # Apr
5  12.1802  0.0836  # May
6  14.2766  0.0868  # Jun
7  15.0764  0.1069  # Jul
8  14.6540  0.0981  # Aug
9  12.9264  0.0818  # Sep
10  10.2704  0.0799  # Oct
11  7.0818  0.0927  # Nov
12  4.5639  0.0739  # Dec
